,test_patient,train_shape,test_shape,train_lable_count,test_label_count,sensor_pos,sensor_type,features,model_name,duration,accuracy,f1_score,precision,recall,conf_matrix,clf_report,loss
347,P623,"(19145, 73)","(505, 73)","{0.0: 13390, 1.0: 5755}",{0.0: 505},shank,acc,all,RandomForest,0:00:44.733387,1.0,1.0,1.0,1.0,"[[505   0]
 [  0   0]]","{'0.0': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 505}, 'accuracy': 1.0, 'macro avg': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 505}, 'weighted avg': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 505}}",
348,P623,"(19145, 73)","(505, 73)","{0.0: 13390, 1.0: 5755}",{0.0: 505},shank,acc,all,DecisionTree,0:00:00.954694,0.996039603960396,0.998015873015873,1.0,0.996039603960396,"[[503   2]
 [  0   0]]","{'0.0': {'precision': 1.0, 'recall': 0.996039603960396, 'f1-score': 0.998015873015873, 'support': 505}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.996039603960396, 'macro avg': {'precision': 0.5, 'recall': 0.498019801980198, 'f1-score': 0.4990079365079365, 'support': 505}, 'weighted avg': {'precision': 1.0, 'recall': 0.996039603960396, 'f1-score': 0.998015873015873, 'support': 505}}",
349,P623,"(19145, 73)","(505, 73)","{0.0: 13390, 1.0: 5755}",{0.0: 505},shank,acc,all,GaussianNaiveBayes,0:00:00.030943,0.8712871287128713,0.9312169312169312,1.0,0.8712871287128713,"[[440  65]
 [  0   0]]","{'0.0': {'precision': 1.0, 'recall': 0.8712871287128713, 'f1-score': 0.9312169312169313, 'support': 505}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.8712871287128713, 'macro avg': {'precision': 0.5, 'recall': 0.43564356435643564, 'f1-score': 0.46560846560846564, 'support': 505}, 'weighted avg': {'precision': 1.0, 'recall': 0.8712871287128713, 'f1-score': 0.9312169312169313, 'support': 505}}",
350,P623,"(19145, 73)","(505, 73)","{0.0: 13390, 1.0: 5755}",{0.0: 505},shank,acc,all,K-NearestNeighbors,0:00:00.637197,0.7881188118811882,0.8815060908084165,1.0,0.7881188118811882,"[[398 107]
 [  0   0]]","{'0.0': {'precision': 1.0, 'recall': 0.7881188118811882, 'f1-score': 0.8815060908084165, 'support': 505}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.7881188118811882, 'macro avg': {'precision': 0.5, 'recall': 0.3940594059405941, 'f1-score': 0.44075304540420823, 'support': 505}, 'weighted avg': {'precision': 1.0, 'recall': 0.7881188118811882, 'f1-score': 0.8815060908084165, 'support': 505}}",
351,P623,"(19145, 73)","(505, 73)","{0.0: 13390, 1.0: 5755}",{0.0: 505},shank,acc,all,K-NearestNeighbors_DynamicTimeWrapping,0:03:48.366611,0.7881188118811882,0.8815060908084165,1.0,0.7881188118811882,"[[398 107]
 [  0   0]]","{'0.0': {'precision': 1.0, 'recall': 0.7881188118811882, 'f1-score': 0.8815060908084165, 'support': 505}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.7881188118811882, 'macro avg': {'precision': 0.5, 'recall': 0.3940594059405941, 'f1-score': 0.44075304540420823, 'support': 505}, 'weighted avg': {'precision': 1.0, 'recall': 0.7881188118811882, 'f1-score': 0.8815060908084165, 'support': 505}}",
352,P645,"(18855, 73)","(795, 73)","{0.0: 13100, 1.0: 5755}",{0.0: 795},shank,acc,all,LSTM,0:05:38.345273,1.0,1.0,1.0,1.0,"[[792   0]
 [  0   0]]","{'0': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 792}, 'accuracy': 1.0, 'macro avg': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 792}, 'weighted avg': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 792}}",0.00013954550377093256
354,P645,"(18855, 73)","(795, 73)","{0.0: 13100, 1.0: 5755}",{0.0: 795},shank,acc,all,SupportVectorsMachine,0:01:25.650258,0.6981132075471698,0.8222222222222222,1.0,0.6981132075471698,"[[555 240]
 [  0   0]]","{'0.0': {'precision': 1.0, 'recall': 0.6981132075471698, 'f1-score': 0.8222222222222222, 'support': 795}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.6981132075471698, 'macro avg': {'precision': 0.5, 'recall': 0.3490566037735849, 'f1-score': 0.4111111111111111, 'support': 795}, 'weighted avg': {'precision': 1.0, 'recall': 0.6981132075471698, 'f1-score': 0.8222222222222222, 'support': 795}}",
355,P645,"(18855, 73)","(795, 73)","{0.0: 13100, 1.0: 5755}",{0.0: 795},shank,acc,all,RandomForest,0:00:44.251291,1.0,1.0,1.0,1.0,"[[795   0]
 [  0   0]]","{'0.0': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 795}, 'accuracy': 1.0, 'macro avg': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 795}, 'weighted avg': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 795}}",
356,P645,"(18855, 73)","(795, 73)","{0.0: 13100, 1.0: 5755}",{0.0: 795},shank,acc,all,DecisionTree,0:00:00.947942,0.9911949685534592,0.9955780164245104,1.0,0.9911949685534592,"[[788   7]
 [  0   0]]","{'0.0': {'precision': 1.0, 'recall': 0.9911949685534591, 'f1-score': 0.9955780164245104, 'support': 795}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.9911949685534591, 'macro avg': {'precision': 0.5, 'recall': 0.49559748427672956, 'f1-score': 0.4977890082122552, 'support': 795}, 'weighted avg': {'precision': 1.0, 'recall': 0.9911949685534591, 'f1-score': 0.9955780164245104, 'support': 795}}",
357,P645,"(18855, 73)","(795, 73)","{0.0: 13100, 1.0: 5755}",{0.0: 795},shank,acc,all,GaussianNaiveBayes,0:00:00.033899,0.6138364779874214,0.7607170693686672,1.0,0.6138364779874214,"[[488 307]
 [  0   0]]","{'0.0': {'precision': 1.0, 'recall': 0.6138364779874214, 'f1-score': 0.7607170693686672, 'support': 795}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.6138364779874214, 'macro avg': {'precision': 0.5, 'recall': 0.3069182389937107, 'f1-score': 0.3803585346843336, 'support': 795}, 'weighted avg': {'precision': 1.0, 'recall': 0.6138364779874214, 'f1-score': 0.7607170693686672, 'support': 795}}",
358,P645,"(18855, 73)","(795, 73)","{0.0: 13100, 1.0: 5755}",{0.0: 795},shank,acc,all,K-NearestNeighbors,0:00:00.876446,0.9534591194968554,0.9761751448808758,1.0,0.9534591194968554,"[[758  37]
 [  0   0]]","{'0.0': {'precision': 1.0, 'recall': 0.9534591194968554, 'f1-score': 0.9761751448808758, 'support': 795}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.9534591194968554, 'macro avg': {'precision': 0.5, 'recall': 0.4767295597484277, 'f1-score': 0.4880875724404379, 'support': 795}, 'weighted avg': {'precision': 1.0, 'recall': 0.9534591194968554, 'f1-score': 0.9761751448808758, 'support': 795}}",
359,P645,"(18855, 73)","(795, 73)","{0.0: 13100, 1.0: 5755}",{0.0: 795},shank,acc,all,K-NearestNeighbors_DynamicTimeWrapping,0:05:50.465056,0.9547169811320756,0.9768339768339768,1.0,0.9547169811320756,"[[759  36]
 [  0   0]]","{'0.0': {'precision': 1.0, 'recall': 0.9547169811320755, 'f1-score': 0.9768339768339769, 'support': 795}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.9547169811320755, 'macro avg': {'precision': 0.5, 'recall': 0.47735849056603774, 'f1-score': 0.48841698841698844, 'support': 795}, 'weighted avg': {'precision': 1.0, 'recall': 0.9547169811320755, 'f1-score': 0.9768339768339769, 'support': 795}}",
360,P812,"(16083, 73)","(3567, 73)","{0.0: 10890, 1.0: 5193}","{0.0: 3005, 1.0: 562}",shank,acc,all,LSTM,0:05:03.283318,0.9121773242950441,0.9126673936843872,0.9121773242950441,0.9121773242950441,"[[2967   35]
 [ 278  284]]","{'0': {'precision': 0.9143297380585517, 'recall': 0.9883411059293804, 'f1-score': 0.9498959500560269, 'support': 3002}, '1': {'precision': 0.890282131661442, 'recall': 0.505338078291815, 'f1-score': 0.64472190692395, 'support': 562}, 'accuracy': 0.9121773288439955, 'macro avg': {'precision': 0.9023059348599969, 'recall': 0.7468395921105977, 'f1-score': 0.7973089284899885, 'support': 3564}, 'weighted avg': {'precision': 0.9105377193169198, 'recall': 0.9121773288439955, 'f1-score': 0.9017736682826748, 'support': 3564}}",0.30729684233665466
362,P812,"(16083, 73)","(3567, 73)","{0.0: 10890, 1.0: 5193}","{0.0: 3005, 1.0: 562}",shank,acc,all,SupportVectorsMachine,0:00:59.768796,0.6506868516961032,0.6724850386430001,0.6967702205710103,0.6506868516961032,"[[2273  732]
 [ 514   48]]","{'0.0': {'precision': 0.8155722999641192, 'recall': 0.7564059900166389, 'f1-score': 0.7848756906077348, 'support': 3005}, '1.0': {'precision': 0.06153846153846154, 'recall': 0.08540925266903915, 'f1-score': 0.07153502235469449, 'support': 562}, 'accuracy': 0.6506868516961032, 'macro avg': {'precision': 0.43855538075129036, 'recall': 0.420907621342839, 'f1-score': 0.4282053564812146, 'support': 3567}, 'weighted avg': {'precision': 0.6967702205710103, 'recall': 0.6506868516961032, 'f1-score': 0.6724850386430001, 'support': 3567}}",
363,P812,"(16083, 73)","(3567, 73)","{0.0: 10890, 1.0: 5193}","{0.0: 3005, 1.0: 562}",shank,acc,all,RandomForest,0:00:36.665868,0.928511354079058,0.9211183264881516,0.929802700880058,0.928511354079058,"[[2987   18]
 [ 237  325]]","{'0.0': {'precision': 0.9264888337468983, 'recall': 0.9940099833610649, 'f1-score': 0.9590624498314336, 'support': 3005}, '1.0': {'precision': 0.9475218658892128, 'recall': 0.5782918149466192, 'f1-score': 0.718232044198895, 'support': 562}, 'accuracy': 0.928511354079058, 'macro avg': {'precision': 0.9370053498180555, 'recall': 0.7861508991538421, 'f1-score': 0.8386472470151642, 'support': 3567}, 'weighted avg': {'precision': 0.929802700880058, 'recall': 0.928511354079058, 'f1-score': 0.9211183264881517, 'support': 3567}}",
364,P812,"(16083, 73)","(3567, 73)","{0.0: 10890, 1.0: 5193}","{0.0: 3005, 1.0: 562}",shank,acc,all,DecisionTree,0:00:00.796176,0.8399215026633025,0.8344897531174592,0.8303114008772723,0.8399215026633025,"[[2762  243]
 [ 328  234]]","{'0.0': {'precision': 0.8938511326860842, 'recall': 0.919134775374376, 'f1-score': 0.9063166529942576, 'support': 3005}, '1.0': {'precision': 0.49056603773584906, 'recall': 0.41637010676156583, 'f1-score': 0.4504331087584216, 'support': 562}, 'accuracy': 0.8399215026633025, 'macro avg': {'precision': 0.6922085852109666, 'recall': 0.6677524410679709, 'f1-score': 0.6783748808763396, 'support': 3567}, 'weighted avg': {'precision': 0.8303114008772723, 'recall': 0.8399215026633025, 'f1-score': 0.8344897531174592, 'support': 3567}}",
365,P812,"(16083, 73)","(3567, 73)","{0.0: 10890, 1.0: 5193}","{0.0: 3005, 1.0: 562}",shank,acc,all,GaussianNaiveBayes,0:00:00.045595,0.7490888701990468,0.7674370540193823,0.7932782042622416,0.7490888701990468,"[[2423  582]
 [ 313  249]]","{'0.0': {'precision': 0.8855994152046783, 'recall': 0.8063227953410982, 'f1-score': 0.8441038146664345, 'support': 3005}, '1.0': {'precision': 0.2996389891696751, 'recall': 0.4430604982206406, 'f1-score': 0.35750179468772436, 'support': 562}, 'accuracy': 0.7490888701990468, 'macro avg': {'precision': 0.5926192021871767, 'recall': 0.6246916467808694, 'f1-score': 0.6008028046770795, 'support': 3567}, 'weighted avg': {'precision': 0.7932782042622416, 'recall': 0.7490888701990468, 'f1-score': 0.7674370540193823, 'support': 3567}}",
366,P812,"(16083, 73)","(3567, 73)","{0.0: 10890, 1.0: 5193}","{0.0: 3005, 1.0: 562}",shank,acc,all,K-NearestNeighbors,0:00:02.578410,0.8887019904681805,0.8927815483364523,0.8993202245192303,0.8887019904681805,"[[2749  256]
 [ 141  421]]","{'0.0': {'precision': 0.9512110726643599, 'recall': 0.9148086522462563, 'f1-score': 0.932654792196777, 'support': 3005}, '1.0': {'precision': 0.621861152141802, 'recall': 0.7491103202846975, 'f1-score': 0.6795803066989508, 'support': 562}, 'accuracy': 0.8887019904681805, 'macro avg': {'precision': 0.786536112403081, 'recall': 0.8319594862654769, 'f1-score': 0.8061175494478638, 'support': 3567}, 'weighted avg': {'precision': 0.8993202245192303, 'recall': 0.8887019904681805, 'f1-score': 0.8927815483364523, 'support': 3567}}",
367,P812,"(16083, 73)","(3567, 73)","{0.0: 10890, 1.0: 5193}","{0.0: 3005, 1.0: 562}",shank,acc,all,K-NearestNeighbors_DynamicTimeWrapping,0:19:11.867838,0.8544995794785534,0.8619754271276163,0.8741198120619373,0.8544995794785534,"[[2660  345]
 [ 174  388]]","{'0.0': {'precision': 0.9386026817219478, 'recall': 0.8851913477537438, 'f1-score': 0.9111149169378319, 'support': 3005}, '1.0': {'precision': 0.529331514324693, 'recall': 0.6903914590747331, 'f1-score': 0.5992277992277992, 'support': 562}, 'accuracy': 0.8544995794785534, 'macro avg': {'precision': 0.7339670980233204, 'recall': 0.7877914034142384, 'f1-score': 0.7551713580828155, 'support': 3567}, 'weighted avg': {'precision': 0.8741198120619373, 'recall': 0.8544995794785534, 'f1-score': 0.8619754271276163, 'support': 3567}}",
368,P876,"(19052, 73)","(598, 73)","{0.0: 13297, 1.0: 5755}",{0.0: 598},shank,acc,all,LSTM,0:05:37.948867,1.0,1.0,1.0,1.0,"[[595   0]
 [  0   0]]","{'0': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 595}, 'accuracy': 1.0, 'macro avg': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 595}, 'weighted avg': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 595}}",0.01616494543850422
370,P876,"(19052, 73)","(598, 73)","{0.0: 13297, 1.0: 5755}",{0.0: 598},shank,acc,all,SupportVectorsMachine,0:01:21.649809,0.5267558528428093,0.6900328587075575,1.0,0.5267558528428093,"[[315 283]
 [  0   0]]","{'0.0': {'precision': 1.0, 'recall': 0.5267558528428093, 'f1-score': 0.6900328587075575, 'support': 598}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.5267558528428093, 'macro avg': {'precision': 0.5, 'recall': 0.2633779264214047, 'f1-score': 0.34501642935377874, 'support': 598}, 'weighted avg': {'precision': 1.0, 'recall': 0.5267558528428093, 'f1-score': 0.6900328587075575, 'support': 598}}",
371,P876,"(19052, 73)","(598, 73)","{0.0: 13297, 1.0: 5755}",{0.0: 598},shank,acc,all,RandomForest,0:00:44.456130,1.0,1.0,1.0,1.0,"[[598   0]
 [  0   0]]","{'0.0': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 598}, 'accuracy': 1.0, 'macro avg': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 598}, 'weighted avg': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 598}}",
372,P876,"(19052, 73)","(598, 73)","{0.0: 13297, 1.0: 5755}",{0.0: 598},shank,acc,all,DecisionTree,0:00:00.963254,0.9949832775919732,0.997485331098072,1.0,0.9949832775919732,"[[595   3]
 [  0   0]]","{'0.0': {'precision': 1.0, 'recall': 0.9949832775919732, 'f1-score': 0.997485331098072, 'support': 598}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.9949832775919732, 'macro avg': {'precision': 0.5, 'recall': 0.4974916387959866, 'f1-score': 0.498742665549036, 'support': 598}, 'weighted avg': {'precision': 1.0, 'recall': 0.9949832775919732, 'f1-score': 0.9974853310980721, 'support': 598}}",
373,P876,"(19052, 73)","(598, 73)","{0.0: 13297, 1.0: 5755}",{0.0: 598},shank,acc,all,GaussianNaiveBayes,0:00:00.030958,0.4983277591973244,0.6651785714285715,1.0,0.4983277591973244,"[[298 300]
 [  0   0]]","{'0.0': {'precision': 1.0, 'recall': 0.4983277591973244, 'f1-score': 0.6651785714285715, 'support': 598}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.4983277591973244, 'macro avg': {'precision': 0.5, 'recall': 0.2491638795986622, 'f1-score': 0.33258928571428575, 'support': 598}, 'weighted avg': {'precision': 1.0, 'recall': 0.4983277591973244, 'f1-score': 0.6651785714285715, 'support': 598}}",
374,P876,"(19052, 73)","(598, 73)","{0.0: 13297, 1.0: 5755}",{0.0: 598},shank,acc,all,K-NearestNeighbors,0:00:00.650183,0.9648829431438128,0.982127659574468,1.0,0.9648829431438128,"[[577  21]
 [  0   0]]","{'0.0': {'precision': 1.0, 'recall': 0.9648829431438127, 'f1-score': 0.9821276595744681, 'support': 598}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.9648829431438127, 'macro avg': {'precision': 0.5, 'recall': 0.48244147157190637, 'f1-score': 0.49106382978723406, 'support': 598}, 'weighted avg': {'precision': 1.0, 'recall': 0.9648829431438127, 'f1-score': 0.9821276595744681, 'support': 598}}",
375,P876,"(19052, 73)","(598, 73)","{0.0: 13297, 1.0: 5755}",{0.0: 598},shank,acc,all,K-NearestNeighbors_DynamicTimeWrapping,0:04:32.734952,0.959866220735786,0.9795221843003412,1.0,0.959866220735786,"[[574  24]
 [  0   0]]","{'0.0': {'precision': 1.0, 'recall': 0.959866220735786, 'f1-score': 0.9795221843003413, 'support': 598}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.959866220735786, 'macro avg': {'precision': 0.5, 'recall': 0.479933110367893, 'f1-score': 0.48976109215017066, 'support': 598}, 'weighted avg': {'precision': 1.0, 'recall': 0.959866220735786, 'f1-score': 0.9795221843003413, 'support': 598}}",
376,P940,"(17277, 73)","(2373, 73)","{0.0: 11522, 1.0: 5755}",{0.0: 2373},shank,acc,all,LSTM,0:05:10.521956,1.0,1.0,1.0,1.0,"[[2370    0]
 [   0    0]]","{'0': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 2370}, 'accuracy': 1.0, 'macro avg': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 2370}, 'weighted avg': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 2370}}",0.35549506545066833
378,P940,"(17277, 73)","(2373, 73)","{0.0: 11522, 1.0: 5755}",{0.0: 2373},shank,acc,all,SupportVectorsMachine,0:01:12.707736,0.8209018120522545,0.9016431381624624,1.0,0.8209018120522545,"[[1948  425]
 [   0    0]]","{'0.0': {'precision': 1.0, 'recall': 0.8209018120522545, 'f1-score': 0.9016431381624624, 'support': 2373}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.8209018120522545, 'macro avg': {'precision': 0.5, 'recall': 0.41045090602612727, 'f1-score': 0.4508215690812312, 'support': 2373}, 'weighted avg': {'precision': 1.0, 'recall': 0.8209018120522545, 'f1-score': 0.9016431381624624, 'support': 2373}}",
379,P940,"(17277, 73)","(2373, 73)","{0.0: 11522, 1.0: 5755}",{0.0: 2373},shank,acc,all,RandomForest,0:00:39.221882,0.9818794774546988,0.990856899851159,1.0,0.9818794774546988,"[[2330   43]
 [   0    0]]","{'0.0': {'precision': 1.0, 'recall': 0.9818794774546987, 'f1-score': 0.9908568998511589, 'support': 2373}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.9818794774546987, 'macro avg': {'precision': 0.5, 'recall': 0.49093973872734936, 'f1-score': 0.49542844992557944, 'support': 2373}, 'weighted avg': {'precision': 1.0, 'recall': 0.9818794774546987, 'f1-score': 0.990856899851159, 'support': 2373}}",
380,P940,"(17277, 73)","(2373, 73)","{0.0: 11522, 1.0: 5755}",{0.0: 2373},shank,acc,all,DecisionTree,0:00:00.856462,0.9418457648546144,0.9700520833333334,1.0,0.9418457648546144,"[[2235  138]
 [   0    0]]","{'0.0': {'precision': 1.0, 'recall': 0.9418457648546145, 'f1-score': 0.9700520833333333, 'support': 2373}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.9418457648546145, 'macro avg': {'precision': 0.5, 'recall': 0.47092288242730723, 'f1-score': 0.48502604166666663, 'support': 2373}, 'weighted avg': {'precision': 1.0, 'recall': 0.9418457648546145, 'f1-score': 0.9700520833333334, 'support': 2373}}",
381,P940,"(17277, 73)","(2373, 73)","{0.0: 11522, 1.0: 5755}",{0.0: 2373},shank,acc,all,GaussianNaiveBayes,0:00:00.039692,0.787189211967973,0.8809243103041735,1.0,0.787189211967973,"[[1868  505]
 [   0    0]]","{'0.0': {'precision': 1.0, 'recall': 0.787189211967973, 'f1-score': 0.8809243103041735, 'support': 2373}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.787189211967973, 'macro avg': {'precision': 0.5, 'recall': 0.3935946059839865, 'f1-score': 0.44046215515208675, 'support': 2373}, 'weighted avg': {'precision': 1.0, 'recall': 0.787189211967973, 'f1-score': 0.8809243103041735, 'support': 2373}}",
382,P940,"(17277, 73)","(2373, 73)","{0.0: 11522, 1.0: 5755}",{0.0: 2373},shank,acc,all,K-NearestNeighbors,0:00:02.099582,0.9157184997892962,0.9560052793664758,1.0,0.9157184997892962,"[[2173  200]
 [   0    0]]","{'0.0': {'precision': 1.0, 'recall': 0.9157184997892962, 'f1-score': 0.956005279366476, 'support': 2373}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.9157184997892962, 'macro avg': {'precision': 0.5, 'recall': 0.4578592498946481, 'f1-score': 0.478002639683238, 'support': 2373}, 'weighted avg': {'precision': 1.0, 'recall': 0.9157184997892962, 'f1-score': 0.9560052793664758, 'support': 2373}}",
383,P940,"(17277, 73)","(2373, 73)","{0.0: 11522, 1.0: 5755}",{0.0: 2373},shank,acc,all,K-NearestNeighbors_DynamicTimeWrapping,0:15:04.423222,0.9321533923303836,0.964885496183206,1.0,0.9321533923303836,"[[2212  161]
 [   0    0]]","{'0.0': {'precision': 1.0, 'recall': 0.9321533923303835, 'f1-score': 0.9648854961832062, 'support': 2373}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.9321533923303835, 'macro avg': {'precision': 0.5, 'recall': 0.46607669616519176, 'f1-score': 0.4824427480916031, 'support': 2373}, 'weighted avg': {'precision': 1.0, 'recall': 0.9321533923303835, 'f1-score': 0.9648854961832061, 'support': 2373}}",
384,G04,"(18925, 43)","(725, 43)","{0.0: 13689, 1.0: 5236}","{1.0: 519, 0.0: 206}",feet,acc,stat,LSTM,0:05:03.343614,0.2811634242534637,0.29483696818351746,0.2811634242534637,0.2811634242534637,"[[203   0]
 [519   0]]","{'0': {'precision': 0.28116343490304707, 'recall': 1.0, 'f1-score': 0.4389189189189189, 'support': 203}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 519}, 'accuracy': 0.28116343490304707, 'macro avg': {'precision': 0.14058171745152354, 'recall': 0.5, 'f1-score': 0.21945945945945944, 'support': 722}, 'weighted avg': {'precision': 0.07905287712648, 'recall': 0.28116343490304707, 'f1-score': 0.12340795088717525, 'support': 722}}",2.507418632507324
386,G04,"(18925, 43)","(725, 43)","{0.0: 13689, 1.0: 5236}","{1.0: 519, 0.0: 206}",feet,acc,stat,SupportVectorsMachine,0:01:16.222474,0.3475862068965517,0.379252862493686,0.4307599678082918,0.3475862068965517,"[[ 36 170]
 [303 216]]","{'0.0': {'precision': 0.10619469026548672, 'recall': 0.17475728155339806, 'f1-score': 0.13211009174311927, 'support': 206}, '1.0': {'precision': 0.5595854922279793, 'recall': 0.4161849710982659, 'f1-score': 0.47734806629834253, 'support': 519}, 'accuracy': 0.34758620689655173, 'macro avg': {'precision': 0.33289009124673297, 'recall': 0.295471126325832, 'f1-score': 0.3047290790207309, 'support': 725}, 'weighted avg': {'precision': 0.4307599678082918, 'recall': 0.34758620689655173, 'f1-score': 0.379252862493686, 'support': 725}}",
387,G04,"(18925, 43)","(725, 43)","{0.0: 13689, 1.0: 5236}","{1.0: 519, 0.0: 206}",feet,acc,stat,RandomForest,0:00:27.092187,0.2841379310344828,0.12574095336864327,0.08073436385255649,0.2841379310344828,"[[206   0]
 [519   0]]","{'0.0': {'precision': 0.28413793103448276, 'recall': 1.0, 'f1-score': 0.44253490870032225, 'support': 206}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 519}, 'accuracy': 0.28413793103448276, 'macro avg': {'precision': 0.14206896551724138, 'recall': 0.5, 'f1-score': 0.22126745435016112, 'support': 725}, 'weighted avg': {'precision': 0.08073436385255649, 'recall': 0.28413793103448276, 'f1-score': 0.12574095336864327, 'support': 725}}",
388,G04,"(18925, 43)","(725, 43)","{0.0: 13689, 1.0: 5236}","{1.0: 519, 0.0: 206}",feet,acc,stat,DecisionTree,0:00:00.469022,0.2731034482758621,0.14448625547836966,0.3323048109067008,0.2731034482758621,"[[188  18]
 [509  10]]","{'0.0': {'precision': 0.2697274031563845, 'recall': 0.912621359223301, 'f1-score': 0.4163898117386489, 'support': 206}, '1.0': {'precision': 0.35714285714285715, 'recall': 0.019267822736030827, 'f1-score': 0.03656307129798903, 'support': 519}, 'accuracy': 0.2731034482758621, 'macro avg': {'precision': 0.3134351301496208, 'recall': 0.4659445909796659, 'f1-score': 0.22647644151831897, 'support': 725}, 'weighted avg': {'precision': 0.3323048109067008, 'recall': 0.2731034482758621, 'f1-score': 0.14448625547836966, 'support': 725}}",
389,G04,"(18925, 43)","(725, 43)","{0.0: 13689, 1.0: 5236}","{1.0: 519, 0.0: 206}",feet,acc,stat,GaussianNaiveBayes,0:00:00.025126,0.5558620689655173,0.5767106852805111,0.6237886444937758,0.5558620689655173,"[[103 103]
 [219 300]]","{'0.0': {'precision': 0.3198757763975155, 'recall': 0.5, 'f1-score': 0.39015151515151514, 'support': 206}, '1.0': {'precision': 0.7444168734491315, 'recall': 0.5780346820809249, 'f1-score': 0.6507592190889371, 'support': 519}, 'accuracy': 0.5558620689655173, 'macro avg': {'precision': 0.5321463249233236, 'recall': 0.5390173410404624, 'f1-score': 0.5204553671202261, 'support': 725}, 'weighted avg': {'precision': 0.6237886444937758, 'recall': 0.5558620689655173, 'f1-score': 0.576710685280511, 'support': 725}}",
